entity,entity_group,headline,outlet,cluster_name,dominant_frame,stance_bucket,mention_weight,evidence_excerpt,link
The Kerryman,Media outlet,Why is ‘neutral’ Ireland threatening to take action against Russia?,The Kerryman,Ukraine war and moral neutrality,Ukraine / Russia / Moral Responsibility,Mixed / procedural / unclear,0.951,"Why is ‘neutral’ Ireland threatening to take action against Russia? | | A letter addressing neutrality in Ireland and the possibility of action against Russia, arguing this would undermine neutrality and breach international law. | neutrality, Ireland, Russia, international law, oil smuggling | SIR, In an interview with Niall O’Connor of The Journal, on February 15, Minister for Foreign Affairs and Defence Helen McEntee TD stated that: ‘Ireland is considering boarding and inspecting Russian oil smuggling ships, known as the Shadow Fleet, as they pass through the seas off Ireland.’ The allegation that Russia, as a sovereign state, is smuggling its own oil, or any other oil, has little if any ",
The Kerryman,Media outlet,Why is ‘neutral’ Ireland threatening to take action against Russia?,The Kerryman,Ukraine war and moral neutrality,Ukraine / Russia / Moral Responsibility,Mixed / procedural / unclear,0.951,"Why is ‘neutral’ Ireland threatening to take action against Russia? | | A Kerryman letter discusses neutrality in Ireland and objects to potential military action against Russia, arguing that Ireland should remain neutral. | neutrality, Ireland, Russia, military action, international law | SIR, In an interview with Niall O’Connor of The Journal, on February 15, Minister for Foreign Affairs and Defence Helen McEntee TD stated that: ‘Ireland is considering boarding and inspecting Russian oil smuggling ships, known as the Shadow Fleet, as they pass through the seas off Ireland.’ The allegation that Russia, as a sovereign state, is smuggling its own oil, or any other oil, has little if any basis",
The Kerryman,Media outlet,Minister's assertion on Shannon Airport might not be entirely right,The Kerryman,Shannon Airport and US military use — international angle,Shannon / US Military / Anti-war,Preserve / strengthen neutrality,0.91,"Minister's assertion on Shannon Airport might not be entirely right | | A letter argues that the US use of Shannon Airport breaches Irish neutrality and calls for scrutiny of defence-related activities, referencing neutrality. | neutrality, Shannon Airport, Irish airspace, US military, defence | Sir. In an interview with the Irish Times on March 3 about the conflict in the Middle East, Foreign Affairs Minister Helen McEntee is reported as saying that ""no US military aircraft connected to the conflict have passed through Shannon Airport since last weekend"". This statement appears to be misleading. US Navy C40A Clipper logistic aircraft number 16-8981, landed at Shannon about 00.03 on February",
Sunday Independent (Ireland),Media outlet,We have an opportunity to end EU veto and we must grasp it,Sunday Independent (Ireland),Ukraine war and moral neutrality,Triple Lock / UN Mandate,Mixed / procedural / unclear,0.992,"We have an opportunity to end EU veto and we must grasp it | | The piece argues that Ireland should maintain its neutrality while considering reforms to EU governance and defence policy, highlighting opportunities to end the EU veto without compromising neutrality. | neutrality, EU veto, Ireland, defence policy, EU reform | We have an opportunity to end EU veto and we must grasp it Jean Kelly When Orban spectacular defeat in last Sunday\'s Hungarian election has been made to the ears of those of us who have been frustrated by his inesmure, cynical and often morally reprehensible abuse of Hungary\'s vote at the European Council. Orban faithfully finished trial in two of legislation in three o",
Sunday Independent (Ireland),Media outlet,Shinners shine at backing bad guys,Sunday Independent (Ireland),Ukraine war and moral neutrality,Ukraine / Russia / Moral Responsibility,Mixed / procedural / unclear,0.992,"Shinners shine at backing bad guys | | The column questions Irish neutrality in the Ukraine war and examines whether the stance affects Ireland's position. | neutrality, Ukraine, Ireland, defence, politics | Sunday Independent 22 February 2024 Opinion # Shinners shine at backing bad guys ## Declan Lynch ![img-0.jpeg](img-0.jpeg) Now we pride ourselves in getting the big calls right in this column, we keep a keen eye on these getting the big calls wrong. A few weeks ago, we were now reaching to Pearce Doherty's statement on the 19th, declaring Alan Fitch's opposition to an KU banding plan for Ukraine. Was it even possible for them to be getting this big call so wrong? Now that Stan Fritch MEN",
Sunday Independent (Ireland),Media outlet,Support for neutrality still strong but spotlight falls on McEntee ahead of EU presidency role,Sunday Independent (Ireland),Ukraine war and moral neutrality,Other Neutrality Debate,Mixed / procedural / unclear,0.94,"Support for neutrality still strong but spotlight falls on McEntee ahead of EU presidency role | | The article reports strong support for neutrality in Ireland amid debates on Ukraine aid and the EU presidency. | neutrality, Ireland, EU presidency, Ukraine, defence |",
Sunday Independent (Ireland),Media outlet,Public lacks confidence in security measures,Sunday Independent (Ireland),Ukraine war and moral neutrality,Other Neutrality Debate,Preserve / strengthen neutrality,0.902,"Public lacks confidence in security measures | | A poll in the Sunday Independent explores neutrality (neutrality) in Ireland's defence stance as the country prepares for the EU presidency, highlighting public concern over security and ongoing political debate. | neutrality, defence, security, Ireland, EU presidency | WHAT IRELAND THINKS Sunday Independent 1 March 2026 Public lacks confidence in security measures. Some 63pc believe Ireland isn't prepared for defence challenges ahead of EU presidency. CONAL THOMAS The public has expressed an overwhelming lack of confidence in the Government's preparedness for security ahead of Ireland holding the presidency of the EC Council later this year. ",
Sunday Independent (Ireland),Media outlet,Exposed infrastructure 'making us tempting target for bad actors',Sunday Independent (Ireland),Ukraine war and moral neutrality,Defence Capability / Underinvestment,Reform / redefine neutrality,0.902,"Exposed infrastructure 'making us tempting target for bad actors' | | The piece discusses neutrality in Ireland's defence posture and resilience spending, citing a KPMG report and government investments. | defence, security, Ireland, KPMG, infrastructure | Ireland is a ""tempting target for bad actors"" and needs significant investment in security to safeguard Europe, according to a new KPMG report. The spotlight on Ireland's meagre investment in defence and security continues to grow, as the world's security landscape shifts amid uncertainty over America's commitment to Nato and Europe's ability to defend itself from future threats. Ireland has the lowest level of defence spending in the EU a",
Echo Live,Media outlet,"Fuel demonstrations prove protests ‘effective’, say neutrality campaigners",Echo Live,Defence capability and security gaps,Other Neutrality Debate,Preserve / strengthen neutrality,0.78,"Fuel demonstrations prove protests ‘effective’, say neutrality campaigners | A national anti-war demonstration is set to take place in Dublin on Saturday. | The piece discusses Ireland's neutrality and related defence policy amid anti-war protests, highlighting calls to protect neutrality and debate over the triple lock in the Defence Act. | neutrality, anti-war, defence, peacekeeping, Ireland | By Bairbre Holmes, Press Association Last week’s fuel demonstrations have shown the power of protest, the supporters of a march in support of Irish neutrality have said. A national anti-war demonstration is due to take place in Dublin city centre on Saturday. Organisers say they want greater protecti",https://echolive.ie/nationalnews/arid-41828123.html
Echo Live,Media outlet,"Irish neutrality should be put to a public vote, say Sinn Féin",Echo Live,Referendum and constitutional protection,Other Neutrality Debate,Preserve / strengthen neutrality,0.78,"Irish neutrality should be put to a public vote, say Sinn Féin | Mary Lou McDonald said Sinn Fein want to see a ‘positive assertion’ on Irish neutrality in the constitution. | The article discusses neutrality in Ireland and Sinn Féin's plan to enshrine neutrality in the constitution and hold a referendum. | neutrality, referendum, constitution, defence, EU | By Bairbre Holmes, Press Association The Government should put Irish neutrality to a public vote, Sinn Féin have said. The party launched their policy, Protecting Ireland’s Neutrality, in Dublin on Thursday. Speaking to reporters at the event, Sinn Féin leader Mary Lou McDonald said if the Government wanted to “dismantle” the Triple Lock",https://echolive.ie/nationalnews/arid-41824646.html
Echo Live,Media outlet,Tom MacSweeney column: Recognition for those who saved German sub crew,Echo Live,General neutrality debate #2,Ukraine / Russia / Moral Responsibility,Mixed / procedural / unclear,0.742,"Tom MacSweeney column: Recognition for those who saved German sub crew | According to official records, U-260 was scuttled on March 12, 1945, after hitting a mine laid by the British destroyer, HMS Apollo. She sank in ... | The article recounts Ireland's neutrality during World War II, the rescue of German submariners off Cork, and local commemorations related to neutrality, with neutrality as the central theme. | neutrality, Ireland, U-260, maritime, West Cork | That quote was sent to me by a listener following a SEASCAPES podcast episode in which I asked an RNLI lifeboatman what motivated him to go to sea in bad, dangerous weather, to rescue people in trouble. The quote comes from the 505t",https://echolive.ie/corknews/arid-41836028.html
Echo Live,Media outlet,Defence agreement could see British ships 'responding to issue' in Irish waters - McEntee,Echo Live,General neutrality debate,Defence Capability / Underinvestment,Move away / stronger alignment,0.742,"Defence agreement could see British ships 'responding to issue' in Irish waters - McEntee | A new defence agreement between the UK and Ireland could see British ships ‘responding to an issue’ in Irish waters, according to Helen McEntee. | The article discusses neutrality in the context of Ireland's defence cooperation with the UK under a new MoU. | neutrality, defence, MoU, Ireland, subsea | By Cillian Sherlock, Press Association A new defence agreement between the UK and Ireland could see British ships “responding to an issue” in Irish waters, according to Helen McEntee. The Minister for Defence announced a new Memorandum of Understanding (MoU) between the two nations at Friday’s UK-Ireland",https://echolive.ie/nationalnews/arid-41810012.html
Echo Live,Media outlet,"Sinn Féin MEPs have 'abandoned Ukraine', Minister says",Echo Live,Sinn Féin and government neutrality clash — Ukraine/political angle,Ukraine / Russia / Moral Responsibility,Mixed / procedural / unclear,0.742,"Sinn Féin MEPs have 'abandoned Ukraine', Minister says | The loan involved €30 billion of financial support and €60 billion for military equipment | The piece centers on claims that Sinn Féin's position on Ukraine undermines Ireland's neutrality, as voiced by Minister Neale Richmond. | neutrality, Ukraine, Sinn Féin, Ireland, Russia | James Cox Minister of State Neale Richmond has accused Sinn Féin of ""abandoning Ukraine"" after its MEPs voted against a €90 billion loan to the country amid the ongoing Russian war. The loan involved €30 billion of financial support and €60 billion for military equipment. Sinn Féin MEPs Kathleen Funchion and Lynn Boylan voted against the measure, which was pass",https://echolive.ie/nationalnews/arid-41793557.html
The Westmeath Examiner,Media outlet,"LIVE: Fuel Protests, as it happens | Westmeath Examiner",The Westmeath Examiner,Defence capability and security gaps,Other Neutrality Debate,Mixed / procedural / unclear,0.745,"LIVE: Fuel Protests, as it happens | Westmeath Examiner | | The article covers live updates on fuel protests in Ireland and notes a neutrality policy launch by Sinn Féin, connecting to the search_term neutrality and involving defence and politics. | neutrality, protests, defence, policy, government | LIVE UPDATES: Gardai move to enforcement stage with fuel protest in third day 16:35: Taoiseach has called for the blockades to be stood down, wanting to protect peoples rights and keep the economy going. Speaking at the opening of Campas Íosagáin in County Cork, he said: ""My fundamental message is to those who are preventing people from accessing work or getting about the place. ""We have no issu",https://www.westmeathexaminer.ie/2026/04/09/live-fuel-protests-as-it-happens
The Westmeath Examiner,Media outlet,"Martin faces complex Trump meeting, Sinn Féin criticised over White House claim | Westmeath Examiner",The Westmeath Examiner,Sinn Féin and government neutrality clash — Ukraine/political angle,Ukraine / Russia / Moral Responsibility,Mixed / procedural / unclear,0.745,"Martin faces complex Trump meeting, Sinn Féin criticised over White House claim | Westmeath Examiner | Here, we have a look at the issues likely to dominate political discourse in the week to come | The article discusses neutrality in Ireland amid debates over Ukraine policy and defence, including Sinn Féin's position and Ireland's relations with the United States. | neutrality, Ireland, Sinn Féin, Ukraine, Ireland-US relations | Martin faces complex Trump meeting, Sinn Féin criticised over White House claim James Cox Here, we have a look at the issues likely to dominate political discourse in the week to come. St Patrick's Day looms large for Taoiseach March 17th is still a while away but T",https://www.westmeathexaminer.ie/2026/02/22/martin-faces-complex-trump-meeting-sinn-fein-criticised-over-white-house-claim
The Westmeath Examiner,Media outlet,| Westmeath Examiner,The Westmeath Examiner,Ukraine war and moral neutrality,Ukraine / Russia / Moral Responsibility,Mixed / procedural / unclear,0.745,"| Westmeath Examiner | | The piece centers on neutrality as a strategic principle for Ireland amid shifting US–EU dynamics and global power realignments discussed around Davos, with implications for defence and diplomacy. | neutrality, Ireland, diplomacy, Davos, EU | ‘We need to plan for future in this new global order’ Síofra Grant Global diplomacy is frequently pushed to the limit in the modern age, and that was highlighted when the US president, Donal Trump, clashed with Europe over Greenland. In the lead-up to The World Economic Forum in Davos, the ties between the US and EU seemed primed to snap – but then President Trump made it clear he would not use force to take over island and aban",https://www.westmeathexaminer.ie/2026/02/16/122556
The Westmeath Examiner,Media outlet,"Sinn Féin MEPs have ‘abandoned Ukraine’, Minister says | Westmeath Examiner",The Westmeath Examiner,Sinn Féin and government neutrality clash — Ukraine/political angle,Ukraine / Russia / Moral Responsibility,Mixed / procedural / unclear,0.745,"Sinn Féin MEPs have ‘abandoned Ukraine’, Minister says | Westmeath Examiner | The loan involved €30 billion of financial support and €60 billion for military equipment | The article reports Sinn Féin MEPs voting against a Ukraine loan and arguing it undermines Ireland's neutrality, tying the debate to the broader neutrality issue. | neutrality, Ireland, Ukraine, Sinn Féin, parliament | Sinn Féin MEPs have 'abandoned Ukraine', Minister says James Cox Minister of State Neale Richmond has accused Sinn Féin of ""abandoning Ukraine"" after its MEPs voted against a €90 billion loan to the country amid the ongoing Russian war. The loan involved €30 billion of financial support and €60 billion for mil",https://www.westmeathexaminer.ie/2026/02/14/sinn-fein-meps-have-abandoned-ukraine-minister-says
The Westmeath Examiner,Media outlet,Cabinet set to approve plan to scrap triple lock | Westmeath Examiner,The Westmeath Examiner,Triple Lock and UN mandate debate,Triple Lock / UN Mandate,Preserve / strengthen neutrality,0.745,"Cabinet set to approve plan to scrap triple lock | Westmeath Examiner | The Cabinet is expected to approve moves to dismantle the triple lock on the deployment of Irish troops abroad | The article discusses the Cabinet's plan related to Ireland's neutrality in defence policy and how scrapping the triple lock on troop deployments could impact neutrality. | neutrality, Ireland, defence, peacekeeping, veto | Cabinet set to approve plan to scrap triple lock James Cox The Cabinet is expected to approve moves to dismantle the triple lock on the deployment of Irish troops abroad. It currently requires the approval of the Government, the Dáil and the UN Security Council. It is being proposed at Cabi",https://www.westmeathexaminer.ie/2026/01/27/cabinet-set-to-approve-plan-to-scrap-triple-lock
Morning Ireland,Media outlet,Morning Ireland - Neutrality,Morning Ireland,Shannon Airport and US military use,Other Neutrality Debate,Mixed / procedural / unclear,0.829,"Morning Ireland - Neutrality | our neutrality was really a big plus card yesterday because he couldn't really attack us on that basis because we're not members of nato. | The discussion portrays neutrality as a strength for Ireland in the US-diplomacy context, noting that neutrality was a 'big plus' in the Oval Office dynamic. | neutrality, NATO, Ireland, diplomacy, Trump | our neutrality was really a big plus card yesterday because he couldn't really attack us on that basis because we're not members of nato. if it had been the belgian prime minister or the danish prime minister or the dutch prime minister or any other prime minister in europe, it would have been absolutely massacred there. ",
Morning Ireland,Media outlet,Morning Ireland - Neutrality,Morning Ireland,Shannon Airport and US military use,Other Neutrality Debate,Preserve / strengthen neutrality,0.829,"Morning Ireland - Neutrality | moral law and under any rules of military neutrality to defend itself and if you look at the neutral countries in the european union, | The discussion centers on neutrality in relation to Ireland's stance on the Ukraine loan and Sinn Féin's position. | neutrality, Ireland, Ukraine loan, Sinn Féin, foreign policy | s. hungary isn't alone in opposing that loan. i mean, here in this country, the sinn fein leader, mary lou macdonald, suggested that supporting that loan impacts on ireland's neutrality. on this week, on sunday, she referenced what she said was the creeping militarization of the european union, which had now turned into a gallo",
Morning Ireland,Media outlet,Morning Ireland - Neutrality,Morning Ireland,Shannon Airport and US military use,Shannon / US Military / Anti-war,Preserve / strengthen neutrality,0.753,"Morning Ireland - Neutrality | so as you mentioned lelia doolan well irish film producer and activist and she actually turning 92 in may and has been walking for almost a fortnight now i know making her way from shannon airport to dublin she's a long-time activist basically on the use of shannon airport by the us military and the questions that that raises around ireland's neutrality. | The segment frames neutrality as a central Irish policy issue and highlights peaceful activism around Shannon's use by US forces. | neutrality, Shannon, Ireland, activism, US military | she's a long-time activist basically on the use of shannon airport by the us military and the questions that that raises aro",
Morning Ireland,Media outlet,Morning Ireland - Neutrality,Morning Ireland,Shannon Airport and US military use,Other Neutrality Debate,Mixed / procedural / unclear,0.753,"Morning Ireland - Neutrality | maritime security space of course the question of neutrality and military neutrality then comes into play and already the opposition parties have been raising | The discussion of neutrality within a broader piece on Ireland's naval security strategy highlights how the topic relates to the future of Ireland's defence posture and its stance on military neutrality. | neutrality, maritime, naval service, Ireland, security | ly and nato in the maritime security space of course the question of neutrality and military neutrality then comes into play and already the opposition parties have been raising concern about any impact it might have on ireland's military neutra",
Morning Ireland,Media outlet,Morning Ireland - Neutrality,Morning Ireland,Shannon Airport and US military use,Other Neutrality Debate,Mixed / procedural / unclear,0.753,"Morning Ireland - Neutrality | be asking how does this sit with military neutrality which is still the policy of the government that's right so i mean military neutrality | The term neutrality is discussed in the context of Ireland's maritime security strategy and whether foreign patrols would affect neutrality. | neutrality, military neutrality, ireland, maritime security, eu presidency | now i suppose a lot of people will be asking how does this sit with military neutrality which is still the policy of the government that's right so i mean military neutrality isn't mentioned in the constitution explicitly but what is in the constitution under article 15 is a provision that any military for",
The Meath Chronicle,Media outlet,Trim launch for historical novel by Skryne author | Meath Chronicle,The Meath Chronicle,Defence capability and security gaps,Ukraine / Russia / Moral Responsibility,Mixed / procedural / unclear,0.745,"Trim launch for historical novel by Skryne author | Meath Chronicle | Anne Frehill's new book set during World War II | The article discusses Anne Frehill's WWII-era historical novel and Ireland's neutrality during World War II, noting a book launch at Trim Castle Hotel. | neutrality, Ireland, World War II, historical fiction, book launch | Trim launch for historical novel by Skryne author Anne Frehill's new book set during World War II Skryne author Anne Frehill is set to next week officially launch her third historical novel 'The Shadows of Betrayal', which has just been published by Poolbeg Books. In her works, the writer sets out to look at ordinary women doing extraordinary things, and ",https://www.meathchronicle.ie/2026/04/10/trim-launch-for-historical-novel-by-skryne-author
The Meath Chronicle,Media outlet,"LIVE: Fuel Protests, as it happens | Meath Chronicle",The Meath Chronicle,Defence capability and security gaps,Other Neutrality Debate,Mixed / procedural / unclear,0.745,"LIVE: Fuel Protests, as it happens | Meath Chronicle | | The article cites a neutrality policy launch amid ongoing fuel protests and government dialogue, linking neutrality to defence and political actions. | neutrality, protests, government, defence, policy | LIVE UPDATES: Gardai move to enforcement stage with fuel protest in third day 16:35: Taoiseach has called for the blockades to be stood down, wanting to protect peoples rights and keep the economy going. Speaking at the opening of Campas Íosagáin in County Cork, he said: ""My fundamental message is to those who are preventing people from accessing work or getting about the place. ""We have no issue with protest. People are entitled to pr",https://www.meathchronicle.ie/2026/04/09/live-fuel-protests-as-it-happens
The Meath Chronicle,Media outlet,"Martin faces complex Trump meeting, Sinn Féin criticised over White House claim | Meath Chronicle",The Meath Chronicle,Sinn Féin and government neutrality clash — Ukraine/political angle,Ukraine / Russia / Moral Responsibility,Mixed / procedural / unclear,0.745,"Martin faces complex Trump meeting, Sinn Féin criticised over White House claim | Meath Chronicle | Here, we have a look at the issues likely to dominate political discourse in the week to come | The article centers on neutrality in Ireland, examining Sinn Féin's stance on Ukraine aid and the broader political discourse surrounding Ireland's neutrality. | neutrality, Ukraine, Sinn Féin, Ireland, Trump | Martin faces complex Trump meeting, Sinn Féin criticised over White House claim James Cox Here, we have a look at the issues likely to dominate political discourse in the week to come. St Patrick's Day looms large for Taoiseach March 17th is still a while away but Taoiseach Micheál Martin wil",https://www.meathchronicle.ie/2026/02/22/martin-faces-complex-trump-meeting-sinn-fein-criticised-over-white-house-claim
The Meath Chronicle,Media outlet,"Sinn Féin MEPs have ‘abandoned Ukraine’, Minister says | Meath Chronicle",The Meath Chronicle,Sinn Féin and government neutrality clash — Ukraine/political angle,Ukraine / Russia / Moral Responsibility,Mixed / procedural / unclear,0.745,"Sinn Féin MEPs have ‘abandoned Ukraine’, Minister says | Meath Chronicle | The loan involved €30 billion of financial support and €60 billion for military equipment | The piece centers on Ireland's neutrality in the Ukraine aid debate and Sinn Féin's vote against the loan, arguing that the party's stance undermines neutrality. | neutrality, Ukraine, Ireland, European Parliament, Sinn Féin | Sinn Féin MEPs have 'abandoned Ukraine', Minister says James Cox Minister of State Neale Richmond has accused Sinn Féin of ""abandoning Ukraine"" after its MEPs voted against a €90 billion loan to the country amid the ongoing Russian war. The loan involved €30 billion of financial support and €60 billion fo",https://www.meathchronicle.ie/2026/02/14/sinn-fein-meps-have-abandoned-ukraine-minister-says
The Meath Chronicle,Media outlet,Cabinet set to approve plan to scrap triple lock | Meath Chronicle,The Meath Chronicle,Triple Lock and UN mandate debate,Triple Lock / UN Mandate,Preserve / strengthen neutrality,0.745,"Cabinet set to approve plan to scrap triple lock | Meath Chronicle | The Cabinet is expected to approve moves to dismantle the triple lock on the deployment of Irish troops abroad | The article centers on Ireland's neutrality in the context of a cabinet plan to dismantle the triple lock on deploying troops abroad. | neutrality, Ireland, defence, veto, peacekeeping | Cabinet set to approve plan to scrap triple lock James Cox The Cabinet is expected to approve moves to dismantle the triple lock on the deployment of Irish troops abroad. It currently requires the approval of the Government, the Dáil and the UN Security Council. It is being proposed at Cabinet this morning that the security counc",https://www.meathchronicle.ie/2026/01/27/cabinet-set-to-approve-plan-to-scrap-triple-lock
C103,Media outlet,C103 - Neutrality,C103,Sinn Féin and government neutrality clash,Other Neutrality Debate,Preserve / strengthen neutrality,0.814,"C103 - Neutrality | mary lou macdonald claims the government parties are trying to dismantle irish neutrality by stealth. | The piece centers on neutrality, highlighting Mary Lou MacDonald's claim that government parties are seeking to dismantle Irish neutrality. | neutrality, Irish neutrality, Mary Lou MacDonald, Irish politics, Fianna Fáil | mary lou macdonald claims the government parties are trying to dismantle irish neutrality by stealth. addressing a rally in dublin yesterday, the sinn fein leader said fianna fail and fine gael want to scrap the triple lock without consent and without a mandate. deputy macdonald says the country can't allow itself to be dragged into someone else's war.",
C103,Media outlet,C103 - Neutrality,C103,Sinn Féin and government neutrality clash,Other Neutrality Debate,Preserve / strengthen neutrality,0.814,"C103 - Neutrality | mary lou macdonald launched a new policy document on neutrality earlier, calling on the government to ditch plans to get rid of the triple lock on troop deployment. | The broadcast discusses Mary Lou MacDonald's neutrality policy document and Ireland's stance on military neutrality, including plans to remove the triple lock on troop deployment. | neutrality, Ireland, policy, troop deployment, non-alignment | r. mary lou macdonald launched a new policy document on neutrality earlier, calling on the government to ditch plans to get rid of the triple lock on troop deployment. it would see the requirement for un approval to post troops abroad be gotten rid of. mary lou macdon",
C103,Media outlet,C103 - Neutrality,C103,Sinn Féin and government neutrality clash,Other Neutrality Debate,Preserve / strengthen neutrality,0.814,"C103 - Neutrality | mary lou macdonald launched a new policy document on neutrality earlier, calling on the government to ditch plans to get rid of the triple lock on troop deployment. | Mary Lou MacDonald's neutrality policy discussion frames Ireland's non-alignment as a proud, beneficial stance and references changes to troop deployment rules. | neutrality, policy, Ireland, troop deployment, non-alignment | r. mary lou macdonald launched a new policy document on neutrality earlier, calling on the government to ditch plans to get rid of the triple lock on troop deployment. it would see the requirement for un approval to post troops abroad be gotten rid of. mary lou macdonald says ireland's ",
C103,Media outlet,C103 - Neutrality,C103,Sinn Féin and government neutrality clash,Other Neutrality Debate,Preserve / strengthen neutrality,0.814,"C103 - Neutrality | mary lou macdonald launched a new policy document on neutrality earlier, calling on the government to ditch plans to get rid of the triple lock on troop deployment. | A discussion of neutrality centers on Mary Lou MacDonald's policy document and its call to rethink the triple lock on troop deployment, highlighting Ireland's stance on non-alignment. | neutrality, defence, troop deployment, policy, government | r. mary lou macdonald launched a new policy document on neutrality earlier, calling on the government to ditch plans to get rid of the triple lock on troop deployment. it would see the requirement for un approval to post troops abroad be gotten rid of. mary lou macdo",
C103,Media outlet,C103 - Neutrality,C103,Sinn Féin and government neutrality clash,Other Neutrality Debate,Preserve / strengthen neutrality,0.814,"C103 - Neutrality | mary lou macdonald launched a new policy document on neutrality earlier, calling on the government to ditch plans to get rid of the triple lock on troop deployment. | The piece discusses neutrality in Irish policy, highlighting Mary Lou MacDonald’s push for a neutrality-focused policy document and remarks on Ireland's non-alignment and military neutrality. | neutrality, Mary Lou MacDonald, Ireland, policy document, troop deployment | r. mary lou macdonald launched a new policy document on neutrality earlier, calling on the government to ditch plans to get rid of the triple lock on troop deployment. it would see the requirement for un approval to post troops abroad be gott",
Today FM,Media outlet,Today FM - Neutrality,Today FM,Sinn Féin and government neutrality clash,Other Neutrality Debate,Preserve / strengthen neutrality,0.959,"Today FM - Neutrality | mary lou macdonald says the government's trying to dismantle irish neutrality by stealth. | Mary Lou McDonald's assertion that Irish neutrality is being dismantled by stealth frames neutrality as a central political issue in this coverage. | neutrality, Irish neutrality, government, Sinn Fein, stealth | mary lou macdonald says the government's trying to dismantle irish neutrality by stealth. addressing a rally in dublin yesterday, deputy macdonald renewed her message to fianna fail and fine gael that if they want to scrap the triple lock, they need to put it to the people.",
Today FM,Media outlet,Today FM - Neutrality,Today FM,Sinn Féin and government neutrality clash,Other Neutrality Debate,Preserve / strengthen neutrality,0.959,"Today FM - Neutrality | mary lou macdonald says the government parties are trying to dismantle irish neutrality by stealth. | The discussion centers on neutrality in Ireland, noting a claim that government parties are trying to dismantle neutrality by stealth. | neutrality, irish neutrality, politics, Mary Lou McDonald, Sinn Fein | mary lou macdonald says the government parties are trying to dismantle irish neutrality by stealth. addressing a rally in dublin yesterday, the sinn fein leader said that fianna fail and fine gael want to scrap the triple lock without consent and without a mandate.",
Today FM,Media outlet,Today FM - Neutrality,Today FM,Sinn Féin and government neutrality clash,Other Neutrality Debate,Preserve / strengthen neutrality,0.959,"Today FM - Neutrality | mary lou macdonald says the government parties are trying to dismantle irish neutrality by stealth. | The transcript centers on neutrality in Ireland, with Mary Lou MacDonald accusing government parties of dismantling Irish neutrality by stealth. | neutrality, Ireland, Mary Lou MacDonald, Fianna Fáil, Fine Gael | mary lou macdonald says the government parties are trying to dismantle irish neutrality by stealth. addressing a rally in dublin yesterday, the sinn fein leader said that fianna fail and fine gael want to scrap the triple lock without consent and without a mandate. deputy macdonald says the country can't in now itself be dragged into somebody else's war. iris",
Today FM,Media outlet,Today FM - Neutrality,Today FM,Sinn Féin and government neutrality clash,Other Neutrality Debate,Mixed / procedural / unclear,0.959,"Today FM - Neutrality | dublin southwest td paul murphy says irish neutrality will be a key talking point. | Neutrality is framed as a key political issue in Ireland, with Paul Murphy highlighting that Irish neutrality will be a key talking point. | neutrality, ireland, paul murphy, talking point, conference | delegates are gathering at wins hotel, where gender-based violence, gaza and iran will also be up for discussion. dublin southwest td paul murphy says irish neutrality will be a key talking point. our conference comes in the week after neil martin's visit to donald trump,",
Today FM,Media outlet,Today FM - Neutrality,Today FM,Sinn Féin and government neutrality clash,Other Neutrality Debate,Mixed / procedural / unclear,0.959,"Today FM - Neutrality | about flexibility and preparedness and not about abandoning neutrality but deputy gibney says it's impossible to argue neutrality would not be affected. | Ireland's neutrality is the focus of a political debate over whether removing the triple lock would affect that neutrality. | neutrality, Ireland, triple lock, defence, politics | the government's being accused of hollowing out on ireland's neutrality. the social democrats defence spokesperson sinead gibney claims that ending the un requirement for overseas troop deployment would undermine the state long position cabinet last month approved plans to remove the triple lock saying that the change is about flexibility ",
Sally Rooney,Actor / organisation,"Sally Rooney and Omar Barghouti speak at BDS Panel: ""The Irish government is not listening to its people, not just about Palestine but about everything"" | Hotpress",Hot Press,Defence capability and security gaps,Shannon / US Military / Anti-war,Preserve / strengthen neutrality,1.033,"Sally Rooney and Omar Barghouti speak at BDS Panel: ""The Irish government is not listening to its people, not just about Palestine but about everything"" | Hotpress | Sally Rooney and Omar Barghouti were joined by a number of other speakers, addressing sports boycotts, academic boycotts and the Occupied Territories Bill. | A Dublin panel on Palestine action discusses neutrality in Ireland's stance, tying neutrality to politics and defence while noting government critique and activism. | Palestine, neutrality, Ireland, BDS, militarization | - Opinion - 10 Apr 26 Sally Rooney and Omar Barghouti speak at BDS Panel: ""The Irish government is not listening to its people, not just about Palestine bu",https://www.hotpress.com/opinion/sally-rooney-and-omar-barghouti-speak-at-bds-panel-the-irish-government-is-not-listening-to-its-people-not-just-about-palestine-but-about-everything-23137398
Sally Rooney,Actor / organisation,Sally Rooney joins the BDS panel in Dublin April 9 | Hotpress,Hot Press,Shannon Airport and US military use #2,Shannon / US Military / Anti-war,Preserve / strengthen neutrality,1.033,"Sally Rooney joins the BDS panel in Dublin April 9 | Hotpress | More speakers at the event have yet to be announced. | The Dublin panel on neutrality and related issues such as BDS and militarism features speakers including Sally Rooney and Omar Barghouti. | neutrality, BDS, Dublin, militarism, boycott | - Opinion - 09 Apr 26 Sally Rooney joins the BDS panel in Dublin April 9 More speakers at the event have yet to be announced. A panel featuring BDS co-founder Omar Barghouti and author Sally Rooney is set to take place in Dublin this Thursday. This is a first-come, first-served event, with seating limited to 180 people. It takes place on Thursday, April 9 at 6.45 pm at The Teacher’s Club, Pa",https://www.hotpress.com/opinion/sally-rooney-joins-the-bds-panel-in-dublin-april-9-23137150
